 create table myDataTable ( id int , VehicleCondition varchar (250)   , Age varchar (250)   , Gender varchar (250)   , PassengerGender varchar (250)   , Season varchar (250)   , No_of_Passengers varchar (250)   , Plate_Number varchar (250)   , WeekofMonth varchar (250)   , DriverOccupation varchar (250)   , Speed int   , Label varchar (250)   );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1   ,'Bad' , '21-40' , 'Male' , 'Female' , 'Bad' , 'three' , 'Bad' , 'Mid' , 'Govt' , 94 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1057   , 'Good' , '15-20' , 'Male' , 'Female' , 'Good' , 'two' , 'Good' , 'Last' , 'Govt' , 99 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1058   , 'Bad' , '21-40' , 'Male' , 'Female' , 'Good' , 'three' , 'Good' , 'Start' , 'Govt' , 65 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1059   , 'Good' , '41-Above' , 'Female' , 'Male' , 'Good' , 'one' , 'Good' , 'Last' , 'Govt' , 94 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1060   , 'Bad' , '21-40' , 'Female' , 'Female' , 'Good' , 'two' , 'Bad' , 'Last' , 'Govt' , 74 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1061   , 'Bad' , '15-20' , 'Female' , 'Female' , 'Good' , 'two' , 'Good' , 'Last' , 'NonGov' , 64 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1062   , 'Good' , '21-40' , 'Male' , 'Male' , 'Good' , 'two' , 'Bad' , 'Start' , 'Govt' , 72 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1063   , 'Bad' , '21-40' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Start' , 'NonGov' , 89 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1064   , 'Good' , '15-20' , 'Male' , 'Male' , 'Bad' , 'three' , 'Good' , 'Mid' , 'Govt' , 78 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1065   , 'Bad' , '21-40' , 'Male' , 'Male' , 'Good' , 'one' , 'Good' , 'Mid' , 'NonGov' , 56 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1066   , 'Good' , '15-20' , 'Female' , 'Male' , 'Good' , 'two' , 'Bad' , 'Start' , 'Govt' , 99 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1067   , 'Good' , '15-20' , 'Male' , 'Female' , 'Good' , 'two' , 'Bad' , 'Mid' , 'Govt' , 75 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1068   , 'Bad' , '21-40' , 'Male' , 'Female' , 'Good' , 'one' , 'Good' , 'Mid' , 'Govt' , 46 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1069   , 'Good' , '41-Above' , 'Male' , 'Female' , 'Good' , 'two' , 'Good' , 'Last' , 'NonGov' , 93 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1070   , 'Bad' , '21-40' , 'Male' , 'Female' , 'Bad' , 'one' , 'Good' , 'Mid' , 'NonGov' , 96 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1071   , 'Good' , '21-40' , 'Male' , 'Male' , 'Good' , 'one' , 'Bad' , 'Last' , 'NonGov' , 56 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1072   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Good' , 'one' , 'Good' , 'Start' , 'NonGov' , 48 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1073   , 'Good' , '15-20' , 'Female' , 'Male' , 'Bad' , 'two' , 'Good' , 'Start' , 'NonGov' , 67 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1074   , 'Bad' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'three' , 'Bad' , 'Mid' , 'NonGov' , 40 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1075   , 'Bad' , '21-40' , 'Female' , 'Male' , 'Good' , 'two' , 'Bad' , 'Last' , 'Govt' , 82 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1076   , 'Good' , '41-Above' , 'Female' , 'Female' , 'Good' , 'two' , 'Good' , 'Last' , 'NonGov' , 69 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1077   , 'Good' , '41-Above' , 'Male' , 'Male' , 'Good' , 'two' , 'Good' , 'Last' , 'NonGov' , 59 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1078   , 'Bad' , '41-Above' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Start' , 'Govt' , 41 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1079   , 'Good' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'three' , 'Bad' , 'Mid' , 'NonGov' , 55 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1080   , 'Good' , '41-Above' , 'Female' , 'Male' , 'Bad' , 'three' , 'Good' , 'Last' , 'Govt' , 43 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1081   , 'Good' , '41-Above' , 'Female' , 'Female' , 'Bad' , 'two' , 'Good' , 'Mid' , 'Govt' , 91 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1082   , 'Bad' , '41-Above' , 'Male' , 'Female' , 'Good' , 'two' , 'Good' , 'Start' , 'NonGov' , 85 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1083   , 'Bad' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'three' , 'Bad' , 'Mid' , 'NonGov' , 55 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1084   , 'Good' , '21-40' , 'Female' , 'Female' , 'Good' , 'three' , 'Bad' , 'Mid' , 'NonGov' , 74 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1085   , 'Bad' , '15-20' , 'Female' , 'Male' , 'Good' , 'two' , 'Bad' , 'Last' , 'NonGov' , 96 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1086   , 'Good' , '41-Above' , 'Female' , 'Male' , 'Good' , 'three' , 'Bad' , 'Start' , 'Govt' , 58 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1087   , 'Bad' , '41-Above' , 'Male' , 'Female' , 'Good' , 'two' , 'Bad' , 'Mid' , 'NonGov' , 50 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1088   , 'Bad' , '21-40' , 'Male' , 'Male' , 'Bad' , 'two' , 'Bad' , 'Mid' , 'Govt' , 74 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1089   , 'Bad' , '41-Above' , 'Male' , 'Male' , 'Good' , 'one' , 'Good' , 'Mid' , 'NonGov' , 62 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1090   , 'Good' , '21-40' , 'Male' , 'Female' , 'Bad' , 'two' , 'Good' , 'Start' , 'Govt' , 98 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1091   , 'Good' , '41-Above' , 'Male' , 'Female' , 'Good' , 'one' , 'Good' , 'Last' , 'Govt' , 70 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1092   , 'Good' , '41-Above' , 'Female' , 'Female' , 'Bad' , 'one' , 'Bad' , 'Start' , 'NonGov' , 57 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1093   , 'Bad' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'one' , 'Good' , 'Mid' , 'NonGov' , 87 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1094   , 'Bad' , '15-20' , 'Female' , 'Female' , 'Good' , 'two' , 'Bad' , 'Last' , 'Govt' , 71 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1095   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Bad' , 'two' , 'Bad' , 'Last' , 'Govt' , 69 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1096   , 'Good' , '15-20' , 'Male' , 'Male' , 'Good' , 'three' , 'Bad' , 'Start' , 'Govt' , 58 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1097   , 'Bad' , '21-40' , 'Female' , 'Female' , 'Good' , 'one' , 'Bad' , 'Mid' , 'NonGov' , 55 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1098   , 'Bad' , '21-40' , 'Female' , 'Male' , 'Good' , 'three' , 'Bad' , 'Mid' , 'Govt' , 94 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1099   , 'Bad' , '21-40' , 'Male' , 'Male' , 'Good' , 'three' , 'Good' , 'Last' , 'Govt' , 64 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1100   , 'Bad' , '21-40' , 'Female' , 'Male' , 'Good' , 'two' , 'Bad' , 'Start' , 'Govt' , 50 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1101   , 'Good' , '15-20' , 'Female' , 'Female' , 'Bad' , 'two' , 'Good' , 'Last' , 'NonGov' , 73 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1102   , 'Good' , '15-20' , 'Male' , 'Female' , 'Good' , 'three' , 'Bad' , 'Mid' , 'Govt' , 47 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1103   , 'Bad' , '41-Above' , 'Male' , 'Male' , 'Good' , 'one' , 'Good' , 'Last' , 'Govt' , 41 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1104   , 'Bad' , '15-20' , 'Female' , 'Male' , 'Good' , 'one' , 'Good' , 'Last' , 'Govt' , 51 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1105   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Good' , 'three' , 'Bad' , 'Mid' , 'NonGov' , 86 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1106   , 'Good' , '41-Above' , 'Female' , 'Female' , 'Good' , 'two' , 'Good' , 'Last' , 'NonGov' , 84 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1107   , 'Good' , '21-40' , 'Female' , 'Female' , 'Good' , 'three' , 'Good' , 'Mid' , 'Govt' , 87 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1108   , 'Good' , '15-20' , 'Male' , 'Female' , 'Good' , 'two' , 'Good' , 'Mid' , 'Govt' , 97 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1109   , 'Good' , '15-20' , 'Male' , 'Female' , 'Good' , 'three' , 'Good' , 'Last' , 'NonGov' , 59 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1110   , 'Bad' , '41-Above' , 'Female' , 'Female' , 'Good' , 'three' , 'Bad' , 'Start' , 'Govt' , 88 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1111   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Good' , 'one' , 'Good' , 'Start' , 'Govt' , 67 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1112   , 'Good' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'one' , 'Good' , 'Mid' , 'Govt' , 85 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1113   , 'Bad' , '21-40' , 'Male' , 'Female' , 'Good' , 'one' , 'Bad' , 'Mid' , 'Govt' , 83 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1114   , 'Bad' , '21-40' , 'Male' , 'Male' , 'Good' , 'one' , 'Good' , 'Last' , 'Govt' , 47 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1115   , 'Good' , '15-20' , 'Female' , 'Male' , 'Good' , 'two' , 'Good' , 'Start' , 'NonGov' , 41 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1116   , 'Bad' , '21-40' , 'Male' , 'Male' , 'Bad' , 'two' , 'Bad' , 'Start' , 'Govt' , 69 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1117   , 'Bad' , '21-40' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Last' , 'NonGov' , 59 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1118   , 'Good' , '15-20' , 'Female' , 'Male' , 'Bad' , 'three' , 'Good' , 'Last' , 'Govt' , 53 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1119   , 'Good' , '41-Above' , 'Male' , 'Male' , 'Good' , 'two' , 'Good' , 'Mid' , 'Govt' , 70 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1120   , 'Bad' , '21-40' , 'Female' , 'Female' , 'Good' , 'two' , 'Good' , 'Last' , 'Govt' , 90 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1121   , 'Bad' , '41-Above' , 'Male' , 'Male' , 'Bad' , 'one' , 'Good' , 'Last' , 'NonGov' , 63 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1122   , 'Good' , '15-20' , 'Male' , 'Male' , 'Good' , 'three' , 'Good' , 'Last' , 'NonGov' , 97 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1123   , 'Good' , '21-40' , 'Male' , 'Female' , 'Good' , 'two' , 'Good' , 'Last' , 'NonGov' , 53 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1124   , 'Good' , '41-Above' , 'Female' , 'Female' , 'Bad' , 'two' , 'Good' , 'Last' , 'Govt' , 90 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1125   , 'Bad' , '15-20' , 'Male' , 'Female' , 'Good' , 'three' , 'Good' , 'Start' , 'NonGov' , 44 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1126   , 'Good' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'one' , 'Good' , 'Last' , 'Govt' , 45 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1127   , 'Bad' , '15-20' , 'Male' , 'Male' , 'Good' , 'one' , 'Good' , 'Start' , 'NonGov' , 46 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1128   , 'Bad' , '41-Above' , 'Male' , 'Male' , 'Good' , 'two' , 'Good' , 'Start' , 'NonGov' , 77 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1129   , 'Good' , '41-Above' , 'Female' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Last' , 'Govt' , 87 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1130   , 'Bad' , '21-40' , 'Female' , 'Female' , 'Good' , 'two' , 'Good' , 'Last' , 'NonGov' , 90 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1131   , 'Bad' , '41-Above' , 'Female' , 'Female' , 'Good' , 'one' , 'Bad' , 'Start' , 'NonGov' , 62 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1132   , 'Good' , '21-40' , 'Female' , 'Female' , 'Good' , 'two' , 'Bad' , 'Mid' , 'Govt' , 79 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1133   , 'Good' , '15-20' , 'Female' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Mid' , 'Govt' , 41 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1134   , 'Bad' , '15-20' , 'Female' , 'Male' , 'Bad' , 'two' , 'Good' , 'Last' , 'NonGov' , 51 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1135   , 'Good' , '41-Above' , 'Female' , 'Male' , 'Good' , 'three' , 'Bad' , 'Start' , 'NonGov' , 93 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1136   , 'Good' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'two' , 'Good' , 'Last' , 'Govt' , 47 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1137   , 'Bad' , '41-Above' , 'Female' , 'Male' , 'Bad' , 'three' , 'Good' , 'Mid' , 'NonGov' , 74 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1138   , 'Bad' , '15-20' , 'Male' , 'Male' , 'Bad' , 'three' , 'Bad' , 'Start' , 'Govt' , 53 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1139   , 'Bad' , '41-Above' , 'Male' , 'Female' , 'Good' , 'two' , 'Good' , 'Start' , 'Govt' , 54 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1140   , 'Bad' , '15-20' , 'Female' , 'Female' , 'Good' , 'one' , 'Bad' , 'Mid' , 'NonGov' , 87 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1141   , 'Good' , '15-20' , 'Female' , 'Male' , 'Bad' , 'three' , 'Good' , 'Last' , 'Govt' , 96 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1142   , 'Good' , '15-20' , 'Male' , 'Male' , 'Bad' , 'three' , 'Good' , 'Mid' , 'NonGov' , 51 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1143   , 'Bad' , '41-Above' , 'Male' , 'Male' , 'Bad' , 'one' , 'Good' , 'Start' , 'NonGov' , 70 , 'Yes' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1144   , 'Good' , '21-40' , 'Male' , 'Female' , 'Good' , 'two' , 'Bad' , 'Start' , 'Govt' , 59 , 'No' );
 insert into myDataTable ( id ,  VehicleCondition , Age , Gender , PassengerGender , Season , No_of_Passengers , Plate_Number , WeekofMonth , DriverOccupation , Speed , Label ) values(1145   , 'Bad' , '41-Above' , 'Male' , 'Female' , 'Bad' , 'two' , 'Good' , 'Start' , 'NonGov' , 73 , 'No' );
